size,bedrooms,price
1434,2,253491
4904,5,669278
3901,1,564747
4032,5,598433
623,6,208961
3917,6,579332
5316,1,730222
5382,2,703185
5888,4,762060
374,5,172728
1393,5,307414
2934,5,449686
996,6,255479
2830,6,456457
702,3,189047
318,3,133237
2989,3,484693
3403,1,474378
2076,2,313116
4668,4,671433
3111,4,473995
4326,1,579033
1921,2,292054
2237,5,393664
5253,5,807133
2094,5,381521
2634,4,448679
623,5,199073
3972,3,532393
837,2,179364
1263,1,222063
4245,3,588535
4803,2,638144
3908,2,560860
3775,5,539083
1641,1,278536
3277,3,516108
2053,3,322702
4500,1,651293
2117,1,333727
5291,6,768226
1842,3,318565
5924,2,758429
2199,3,368684
1492,1,251598
1890,4,320775
4880,4,679532
1358,6,315281
3316,3,525527
5791,1,787408
1428,4,298626
5533,4,791057
5853,6,835728
5493,1,748351
3760,6,565014
5715,6,816529
1789,5,344836
2815,5,487371
3282,5,542360
5730,3,815058
3281,5,488008
5654,2,744748
646,2,151660
1593,3,275657
1497,1,236986
4708,4,688507
2748,6,441815
5346,1,661617
580,1,138194
3056,2,437988
4407,2,651772
1776,3,292140
1174,3,234144
4473,1,637977
4304,5,602645
2362,1,324558
5587,5,850652
4062,5,572540
4311,6,635647
3552,2,512477
1765,6,359686
5291,3,739688
2055,5,356464
4299,2,633129
960,3,204253
5718,3,807353
4891,1,648589
2864,3,457861
1985,2,314530
3091,4,501780
3935,1,536078
853,1,172690
2273,2,355021
3619,6,574123
1522,4,294558
3623,1,502801
3930,3,560020
4340,5,611660
3762,4,583461
2371,2,344097
4364,5,626146
2870,5,466069
3922,6,647063
1250,4,251828
576,4,171001
1063,1,185041
379,4,148299
1739,1,265252
2587,5,426213
4823,4,724250
1092,2,218915
3007,6,516162
3638,1,508390
4151,5,598224
5993,3,761865
2237,3,352426
5081,2,667314
1661,4,307221
2145,6,397193
1978,2,310149
3634,3,556904
4785,1,593071
736,1,163697
5282,2,668159
5646,5,798916
5272,1,733581
714,6,236329
3457,6,564740
1853,6,370727
5640,5,804698
2747,2,410097
1790,4,332678
3182,3,449159
3550,4,509701
5203,1,638783
5591,2,739026
3571,2,488093
5033,1,635009
1015,5,242983
5157,4,711471
3306,6,506638
2126,6,392493
4366,3,609448
5258,5,788221
4822,4,682260
4304,3,591738
615,5,193794
4475,2,579562
3417,2,474947
1025,5,235472
2631,3,433427
2548,6,458466
5984,2,754353
2944,4,455284
2658,2,395676
3242,5,541550
1747,6,339905
4923,5,677958
4189,2,553586
1335,5,290996
656,1,143243
2715,2,411040
1212,1,219886
542,4,169272
5582,5,833488
876,1,165911
5718,3,832048
5811,4,810390
3978,5,571211
2123,6,378500
1104,5,244726
2938,2,442068
3555,4,540798
4927,5,767091
5317,2,757473
4110,1,544925
2479,3,409920
4144,6,615446
4059,4,562762
1196,3,236867
1266,6,280795
2331,6,399063
4504,2,597363
1920,6,389401
5103,3,655085
5300,3,681038
5057,5,692374
808,3,184204
5145,1,701156
4175,6,655050
3834,2,518727
3924,2,568170
4845,1,612422
420,3,140664
2545,4,402483
682,2,162364
1560,4,316155
5766,4,762344
1866,1,304063
1986,4,367285
5131,2,703765
5303,6,787002
837,6,231618
2197,2,328929
954,1,181486
2025,5,374927
1096,5,259905
4665,3,647571
903,4,211791
1565,2,259408
2799,2,410372
4556,6,734336
5070,1,637246
3329,4,544921
3972,5,636105
4330,4,667043
5502,2,730424
1685,5,331775
5548,3,803370
3298,3,491244
580,3,171518
3916,1,520340
5547,2,720284
3745,2,564866
3621,6,608826
2390,3,384097
2015,2,329354
5721,2,719339
5555,4,784792
3172,4,503035
4168,2,549062
3446,6,552838
946,4,214817
4638,6,703899
4241,1,573464
325,4,150331
1069,2,210577
4584,2,665404
629,2,146065
3056,3,481890
2354,2,373473
4250,6,606271
4801,5,722771
1925,6,388117
1391,4,263443
2349,1,343248
2161,4,345183
4676,1,587224
1046,4,229738
1196,4,250917
5999,2,820385
5090,6,758273
2003,6,386792
3353,5,526931
2711,5,427333
2118,3,356412
2246,3,368166
4849,2,622499
1831,5,337423
2519,4,400879
1995,6,371180
3422,1,477843
4191,3,592715
4960,3,729221
5239,6,734442
3432,4,521412
4513,4,629233
4115,6,611028
4597,1,625656
4634,2,667176
1486,5,309142
3928,1,556680
3606,1,459848
1378,3,266228
2373,6,449166
5167,6,788521
3588,5,552278
1737,1,258699
2377,1,368948
3701,1,520273
4414,3,604749
4879,1,643987
2138,6,387609
1352,4,276996
5912,6,895148
3878,1,559354
480,3,152170
5186,2,719943
2910,3,450039
1134,1,198548
2290,1,346304
1707,4,296294
1251,6,300170
1716,2,288230
4090,4,613081
2364,2,347547
5286,5,738316
3326,1,475633
3261,2,479352
5916,1,791257
5122,3,752692
2571,4,437411
3275,3,493380
5117,6,741982
898,1,172198
1037,4,220598
5829,3,850550
4906,3,697907
5552,1,730642
2152,6,420687
5796,3,813638
1302,6,288515
1301,5,277474
540,1,131111
1157,2,220546
5321,1,649701
1849,5,364081
1541,6,321729
3298,3,471551
5860,6,889649
4644,4,650157
1698,6,351792
4521,3,667562
4295,5,680720
5673,2,734298
4473,5,670854
3674,3,514985
3563,2,480753
3180,3,446720
997,4,240398
3744,1,537821
5638,4,831702
4753,3,628918
2414,2,375503
2578,5,420696
2129,3,370909
5855,5,864411
766,4,199056
4425,4,671242
5389,3,709204
3004,4,488107
3503,2,490146
2557,2,374100
3836,5,557224
4996,2,654345
3300,3,522827
402,1,113049
5647,4,753814
5367,1,664111
4489,5,699709
1760,1,288000
3533,4,527946
1695,2,283234
1407,2,247416
4641,3,617714
4296,3,589015
2532,4,407880
1479,4,293676
4073,6,641761
3945,1,536628
4591,2,589559
5739,4,825268
1724,6,349628
1439,1,249636
458,5,185580
1464,5,299958
4030,6,665682
575,5,185245
4494,5,683561
2728,1,401874
5056,2,702529
1932,2,307127
741,1,159650
3783,3,585059
5279,1,748798
2206,6,418498
2280,1,359722
5134,5,709385
4236,1,592012
4501,4,624741
4891,5,742360
5832,2,771829
5013,4,699819
1323,6,287064
3777,5,543194
750,2,177901
773,4,210970
416,4,161196
5447,6,778092
4233,6,663100
5309,3,690346
4593,3,650071
4192,6,634666
2019,5,380557
429,3,150762
1890,5,336967
5315,4,742511
4985,6,695234
2578,1,402582
3280,3,461704
3898,3,601287
4511,1,616826
418,2,128285
4426,5,654606
1800,6,336155
4026,6,639371
2647,6,475910
2024,4,352998
3428,3,532451
4404,2,602071
5149,2,657233
4864,2,661817
829,2,168364
378,2,130444
5938,6,860982
2917,5,460071
4449,1,557603
2035,1,329794
1546,5,310765
4042,3,548168
3561,1,495368
5930,3,842810
441,6,190462
1262,1,203919
5851,1,768973
2920,4,448697
4153,5,605767
489,5,175939
2350,4,379214
4551,3,663196
4682,3,637961
5380,5,724772
3254,2,466026
5616,6,868918
5858,6,877101
5920,6,893372
793,3,180212
4661,2,623373
5129,2,743230
5280,3,689959
2476,4,400775
5648,4,763889
1791,5,353957
5974,3,811639
856,1,173808
5672,6,782409
5668,6,872791
1915,1,301353
2063,4,349718
5678,5,801784
484,3,161264
4610,1,591764
1748,4,335038
2293,4,373741
4394,4,657429
3828,5,561756
5967,4,844843
4212,5,586763
2358,6,403801
1394,4,285984
343,6,187240
4241,1,584060
2391,2,372543
5619,2,729785
1214,2,210074
1330,1,237988
5032,6,742618
5982,4,815916
441,1,116113
1532,6,320690
1980,5,362972
1254,6,276456
4966,3,643528
766,1,157560
2852,6,485168
5925,4,784034
5264,2,724445
2036,2,328057
2522,3,408365
849,4,214373
4068,5,647217
2089,1,299575
606,2,151627
3097,1,427382
4538,5,653262
2659,2,379818
5505,5,811445
1328,2,228006
804,3,202715
3413,1,495561
875,5,224479
2440,5,419584
4532,2,660519
5069,6,763303
4704,5,714163
2824,2,405306
2521,2,372566
1161,4,250450
4763,2,642415
1493,5,300736
5074,6,699251
5440,5,829841
2619,5,427398
4042,1,557576
5115,4,730497
451,3,144624
2389,1,359177
4801,1,653651
896,1,168934
2010,4,355631
482,1,128199
4584,6,716643
5866,3,764821
2475,4,419520
4051,5,650324
303,6,174745
2736,1,372038
775,2,182500
4340,2,606530
4107,3,593826
1021,3,208195
5928,4,876035
944,5,247410
5264,6,796694
3512,4,500865
2782,1,398791
1363,4,272060
4081,1,524429
2126,1,317400
1124,1,190066
2733,3,418620
1629,5,302803
999,5,253070
3404,1,467397
3390,3,518574
1262,6,288939
392,6,187997
4080,2,583651
5012,4,688144
424,1,114505
3947,1,520175
1824,6,357802
3339,4,513776
1911,3,317037
1870,3,315554
3295,2,453475
2028,3,318749
4715,4,648929
2602,5,447237
2179,6,422177
4192,2,547993
4590,1,586483
4841,4,734830
2362,6,412952
739,6,234062
1323,5,295303
2096,3,328493
4486,6,699852
967,1,170895
2956,1,410770
3375,4,544715
5363,4,732761
3195,3,446736
3941,1,525921
3206,4,482597
3640,3,540388
3744,3,514846
4667,1,666587
2630,2,423290
5395,5,794782
2323,4,405936
1587,4,306029
5267,1,695626
1905,6,361510
5019,4,763297
1526,4,289160
2540,2,370174
944,6,255437
2132,4,378493
2019,3,320957
378,4,158440
2562,2,385128
4095,5,590869
2693,5,435166
461,3,156527
2459,6,439540
1055,5,261335
3082,6,536234
1538,3,271667
3067,6,496558
4326,2,581939
2121,1,318621
3741,4,592615
4081,1,543337
5304,5,805702
4417,3,621449
1770,5,321553
2609,3,413705
3875,6,577947
5429,2,694123
4587,3,656400
1375,2,235376
5968,6,899822
5688,3,736781
547,4,177427
1877,4,329521
4468,1,582356
4584,5,647864
4661,4,674171
5143,2,677060
2685,5,423536
3171,3,497425
5069,3,743283
3975,6,589253
5682,4,787235
560,3,158487
4602,1,657219
2002,6,363354
4259,6,617084
1921,5,360996
4855,5,749272
4044,6,595317
4729,4,691785
1787,6,349439
3348,6,506967
2034,6,407373
4279,5,614902
3295,5,484789
890,5,240745
2975,3,465922
5365,4,732148
2013,1,297664
899,2,195564
2375,5,431521
3875,4,570649
1035,4,240586
5181,6,809354
3003,6,483164
4878,5,730608
3270,3,498987
1333,3,256388
3248,1,461747
5466,6,778873
2518,4,414644
5792,3,775012
2573,2,412072
1777,2,297082
824,6,237494
2133,4,361000
1986,1,310943
2575,2,404556
5100,6,702265
5857,4,799061
2449,6,444741
4359,5,651616
5981,3,778229
5023,4,694359
3060,1,424532
2760,1,389668
5055,5,706809
430,5,175268
4543,2,644059
3251,6,511665
1731,4,301532
5190,6,779544
4995,5,750628
4594,3,624900
1036,1,198105
5204,3,754101
5846,2,757040
1803,6,338349
4446,4,609966
603,2,159594
4959,1,677505
1647,5,336255
713,3,185670
3816,5,587536
1970,1,286466
2292,1,339638
1785,3,309736
3996,6,650567
5181,5,710542
3638,6,609420
5390,5,807054
2443,4,404641
5717,6,785276
2762,3,456372
885,3,204330
4511,5,700584
2185,6,423702
3054,2,431786
334,3,130933
2522,6,441381
1395,1,247440
5818,4,774143
4932,3,642090
5017,6,765056
2511,4,388160
2566,6,459605
1994,4,326364
5426,2,738166
2069,4,381199
809,1,163840
4100,4,571245
1476,3,279899
5771,5,870849
3454,4,522427
1211,6,278257
4967,6,742026
2826,5,434118
5535,3,797679
4784,5,744646
660,2,161777
3419,6,560585
4962,6,759447
2603,4,426086
3477,5,531879
3969,3,593165
499,1,122140
5216,5,706070
4540,4,670089
5717,5,810348
2088,4,377782
3312,5,503709
2551,2,364573
2337,5,394371
3174,6,516985
4935,6,761903
2114,5,387204
4524,3,605180
3370,4,537580
5697,4,832716
3112,4,464941
1629,1,269113
1700,5,320808
5509,3,712908
3384,1,435604
5563,3,787804
2083,6,410027
4428,6,647742
4887,3,647389
857,1,164729
1183,6,280645
4061,1,538491
3547,2,540434
3142,1,418588
3990,1,512630
5616,4,738306
1084,4,245813
1874,3,305301
5402,3,776964
4477,6,719172
1599,4,314837
1437,5,303576
2691,1,411132
3373,3,476545
5732,5,795119
4220,2,561487
4097,1,547377
1659,4,312639
4165,5,633269
4263,6,638249
1614,2,279752
2728,4,423380
4671,5,659743
5202,3,683401
5227,2,658178
1426,3,268906
4290,5,642706
1404,6,297066
4290,3,640273
1807,2,294216
1250,2,244042
5353,1,660536
749,3,191243
3369,6,569564
3419,5,525144
413,1,111078
2935,2,435456
3195,3,455193
3156,1,416594
2439,3,366705
5585,4,796991
3160,1,415211
938,4,223121
2451,3,405682
3034,1,422511
1320,4,259837
1467,2,273913
4428,6,702677
2380,6,407358
1754,4,323512
1635,6,323437
795,5,215916
578,6,214832
468,3,158747
4245,6,668993
3583,4,525357
2022,6,366122
5669,2,726753
5120,1,720047
2226,6,389621
1285,5,274926
2736,5,430274
934,6,251744
3967,1,529562
1860,5,367908
3047,5,458403
5974,2,824402
2412,2,367964
2076,4,342905
5414,4,743227
1944,2,304025
612,2,149577
5853,3,782229
3906,4,612979
3921,2,586164
5979,2,788000
2310,4,380273
2631,2,381303
4515,6,680982
697,3,170870
2528,3,381518
4037,4,561877
2065,5,369764
2573,5,444757
1485,1,224954
1053,3,223262
5275,1,668203
3990,4,630299
3258,5,542033
4209,4,575890
1673,1,253704
4914,6,707439
3332,1,473847
1831,5,350047
967,5,243162
5585,5,768284
2419,6,428853
703,6,224929
694,4,193164
1252,4,268572
2625,4,408361
417,5,177287
2219,1,317852
3767,3,528646
4800,6,708066
591,1,127676
2595,3,428342
5008,2,718818
3917,2,527897
3648,2,552014
2412,2,355850
3112,2,428304
1769,3,320145
4057,4,570477
4899,3,643267
3236,4,476271
3999,2,554545
4834,1,675636
5115,2,718506
382,2,131105
1560,6,322151
2230,2,361373
3358,6,558248
836,6,237810
5264,6,794691
3570,1,525594
5427,6,763167
3937,1,502373
1186,3,225235
5152,3,675801
5190,1,698205
5725,4,793960
4355,2,598619
892,4,219566
2403,1,345113
831,4,217860
2164,6,417054
4017,1,544127
3579,6,586454
2508,1,369106
2873,4,436273
3683,3,548174
4393,2,626635
4093,4,634017
1954,3,338469
3607,6,543283
5945,2,737711
5705,2,810637
4890,5,687715
1793,6,344841
3271,6,548107
4385,3,618173
4875,4,692993
4198,1,525418
3513,2,468553
2401,1,333697
1735,6,354398
4305,1,607585
4374,1,621041
3268,4,492338
2580,2,418095
1940,3,341340
4085,6,639748
5090,4,678295
366,2,120947
4272,4,585816
2759,6,473187
5230,3,769281
3716,5,605591
3536,4,558459
5130,5,784721
3834,2,574059
1423,6,299307
1440,3,250469
4227,1,547760
4538,3,614770
1629,6,346277
5495,2,704460
4542,5,696577
3456,5,505523
1247,4,259585
4004,6,580570
2535,4,415390
1844,3,337145
4176,4,645019
2448,6,449352
5854,1,789307
2918,1,388666
1224,1,199480
5411,3,714851
1137,4,241163
5238,1,746516
5277,3,674941
853,5,230261
1606,4,318348
3851,4,543929
2592,2,364028
4428,1,597581
5726,5,765702
922,1,178292
4692,6,718492
5129,4,739760
2154,4,386553
5177,4,678277
4979,2,626363
4219,5,611597
4899,6,777854
712,5,202974
2783,5,474243
4564,2,608606
1474,4,271875
3785,1,515592
2936,5,476311
1601,4,298015
504,1,128081
2054,2,303502
4995,1,660569
3589,5,518242
5036,5,684301
3472,2,531203
5934,4,862301
3358,2,483496
2886,4,454582
415,1,117565
2331,3,361637
3122,4,487717
1059,1,190517
1992,3,349717
2201,1,340494
1868,5,338360
4494,3,645507
1322,1,207406
5842,5,803975
3162,1,472531
342,6,180164
3178,3,485456
4055,2,605819
2610,1,384384
5622,6,816305
3293,5,491179
3549,5,566976
4252,3,599912
5136,3,706224
996,6,258072
1066,2,208146
3821,4,606650
1083,3,222890
3573,5,525200
2815,5,439591
3389,4,527844
2164,6,389462
5479,5,756085
3018,4,471994
3718,3,554970
4473,2,635914
4075,3,576096
327,3,138234
1309,4,261013
578,3,167755
2062,4,358830
1594,4,316592
2764,4,469606
2643,6,468235
4267,4,587062
2955,2,434303
5541,6,817530
5960,6,817994
2866,1,391361
5330,3,728699
1909,1,312764
353,1,106082
583,4,173612
3938,2,566530
2210,4,358788
714,6,225956
2482,4,390803
854,3,188306
4277,4,635713
2916,4,488158
2577,5,458753
2324,1,326425
840,6,244069
2771,3,448089
2463,2,383517
821,1,172109
3209,5,504479
450,2,135601
1644,2,276611
1434,2,237245
2200,5,381749
827,1,165887
2927,1,417522
4338,1,583412
4496,5,635819
5853,1,771594
2935,4,461598
4819,6,763408
1223,5,269677
4759,5,699635
3513,4,549242
1888,3,299501
4516,3,655580
3851,4,582366
3765,3,512815
894,5,231240
1756,1,262427
4033,3,609926
4612,3,656537
5869,6,817808
3930,5,589276
2421,6,453705
4581,1,600339
3162,5,516793
3681,3,540736
3383,3,533915
2866,5,476181
843,6,245712
5000,3,706208
5732,1,717334
1036,2,206204
1931,6,374532
4422,1,589774
5294,4,773683
4256,1,562206
301,3,135245
3234,1,447336
3452,2,478666
2513,6,437507
4727,6,736521
689,6,212877
3667,3,562691
4863,2,633664
5260,6,721774
5242,1,715924
2095,6,401061
521,2,142053
799,2,187295
2092,2,309764
2041,6,372982
674,3,168180
3915,1,561922
4388,3,625623
2876,3,439642
4790,2,641346
2141,1,311571
1219,3,238742
4089,5,592583
2641,3,411204
5811,2,785750
1390,6,318518
4018,6,647909
550,5,181885
2234,1,344502
4598,5,713027
4282,3,652973
3476,6,551739
1468,4,268544
2818,6,499858
489,2,140655
4083,5,624028
4308,4,647470
511,5,182859
4755,3,667384
3995,1,579536
804,6,247890
3784,1,507304
3835,6,566875
4557,1,609394
1777,1,282601
4043,5,579236
4322,5,605831
4731,1,652079
4186,1,534117
1053,4,232766
1153,1,203038
2655,4,453365
2921,3,473416
504,4,166799
4408,3,646889
1717,3,300789
988,2,202407
1599,3,291734
2734,5,464818
3220,3,467250
4971,4,711349
642,3,173191
5324,3,745472
5275,4,772651
2426,4,380319
3690,2,493920
3366,1,482396
5930,5,879011
1498,6,303639
3238,4,486611
2281,1,327255
788,6,227660
4791,2,621945
1271,4,252855
5893,1,725472
4178,6,656398
1261,5,283015
403,3,140490
1101,6,272215
5069,6,728977
5744,3,782586
2857,2,437690
4378,2,593027
2854,6,459763
4251,1,572092
2194,2,320778
5437,1,732467
725,2,157409
4363,5,632363
3020,5,497495
2910,4,474186
5384,3,698688
4980,5,707052
2291,3,387063
428,6,197098
5979,6,816476
708,6,234490
1281,1,213721
5743,2,737183
4249,5,610496
4239,6,648689
3364,2,494643
4885,6,703979
2748,3,446959
1975,1,300273
5489,1,673829
4699,6,725333
2902,1,435065
4411,1,639629
5251,3,687644
5934,4,830088
4342,6,670359
1603,4,310176
2697,5,439484
4894,3,677626
902,2,184261
2559,4,406292
1921,5,345149
3658,5,582785
4362,1,609542
4763,3,650173
5786,1,738863
1268,1,207635
4938,6,684387
2205,6,404582
431,4,167003
2292,1,334699
3063,6,502801
5441,6,755661
3456,4,515650
612,2,153438
2497,5,451357
2852,6,474602
4162,3,565761
1614,1,253868
2932,2,406099
3583,5,572270
2784,3,405461
777,1,149267
3929,4,568445
2335,5,411259
3265,4,533991
1278,2,242222
1559,6,326581
1720,3,283602
3068,3,462712
570,6,217754
4927,6,758978
953,6,249489
4025,1,534281
2199,4,378275
3458,5,574576
4685,6,687965
5380,1,665702
3785,5,567326
3283,3,497157
4283,5,654619
1966,2,313745
1832,3,305604
1028,3,216890
924,6,247282
4385,1,624815
2021,1,325194
2432,6,427647
3727,4,590036
1291,4,254087
1149,3,227464
1231,2,237009
726,5,211989
5891,6,838732
2543,2,382638
1558,2,273959
3247,2,475776
3022,3,462375
317,2,124969
5532,2,706517
3796,3,546018
5325,3,726733
5060,1,712653
2603,4,428902
5450,6,788948
4270,2,604411
4181,2,625808
5866,2,738079
449,2,139592
4137,3,559587
5147,5,744160
4608,2,661786
5523,1,700468
2442,3,395267
5457,3,745533
2970,3,422573
5035,3,700877
5746,4,749083
4745,3,660494
2911,4,432279
2948,3,418915
5198,1,672589
684,2,169455
4570,3,629583
3024,1,437704
3363,5,554846
1979,4,369610
4329,1,615831
5517,1,732490
932,5,229382
1385,5,302895
2671,2,403691
3435,4,497714
2682,4,445477
1445,4,296371
3021,6,474715
5345,3,749480
2879,4,428886
5356,3,778849
1257,4,259462
3095,3,480907
4590,6,659877
3260,1,470902
1642,3,285097
5326,4,795632
3577,1,509289
4345,2,619981
500,2,143561
5177,5,745670
533,3,155332
4116,5,657543
1939,3,319404
5172,1,733690
2066,4,360558
4720,6,678651
5406,4,709675
2385,1,374938
2416,4,396437
5860,1,741860
3775,1,551110
5050,4,746604
1444,6,298408
762,5,225614
2644,1,366719
2463,5,436649
2139,1,338078
2615,6,469871
5470,1,716922
2205,1,309640
4498,4,690694
2690,2,374438
5659,6,762217
4656,2,639320
4983,4,690153
2052,3,359066
5946,2,812510
951,5,235332
3898,5,590180
3762,6,589896
1485,1,229777
2560,2,410754
3803,1,493247
4810,5,655199
4556,5,714693
3606,1,499169
2711,4,441341
4566,3,595139
4855,6,745668
3859,5,588802
5119,5,697503
2153,4,354659
3918,3,528563
4161,4,648337
5603,6,775433
5286,1,690600
2594,4,397669
3760,4,576978
4121,4,579443
4644,6,728895
317,1,106097
4614,1,653065
430,6,183713
4146,1,562414
4667,2,613313
3327,2,451589
1734,1,284802
472,1,123153
5694,6,848906
5423,2,701618
2195,1,339567
564,1,136969
3924,4,603987
5616,6,801076
1919,3,305070
1389,5,282321
528,1,130229
3145,6,509991
3358,6,530936
2452,5,396161
4337,1,543330
999,5,250937
3070,1,453662
3652,2,486513
5635,4,831700
4205,4,592732
3009,3,436495
1373,5,279527
2976,4,499015
5482,2,755576
2651,1,373073
2677,4,419127
4406,5,640405
3941,6,583390
2468,1,384563
3943,6,611972
3737,5,589570
2801,2,402788
5358,3,707585
4847,2,684154
3079,2,441148
5873,3,769930
3294,4,512108
2440,2,398858
3662,4,542325
3384,3,506296
3022,4,486793
4551,1,583560
1574,3,272860
4377,2,618790
2028,3,322624
4685,3,656382
443,3,140585
834,3,196366
4687,2,667713
4034,2,569227
3198,4,523527
5046,4,756480
4970,5,766420
1367,2,258330
1170,1,192509
4270,6,648675
3533,1,494358
5315,5,788838
2193,1,340427
4278,1,578708
2229,6,409071
5900,5,860267
1852,3,299891
2720,2,412102
2138,3,371189
965,1,186367
3191,1,465030
4922,3,716869
3433,4,492495
4202,2,592962
4861,6,689446
1048,5,237418
5886,1,741970
627,4,184842
2763,3,410940
5788,5,869558
1587,5,310373
4644,6,664833
1896,1,295592
1439,1,226219
2310,3,388719
3072,5,504788
996,6,257109
3567,4,518100
5381,4,765833
3022,5,502237
3319,2,499137
2090,3,333109
719,1,144653
1999,6,367702
328,4,155889
315,2,116011
5237,2,677880
1757,3,299596
2368,1,358254
1146,1,213780
3441,2,500249
526,6,207123
5875,4,841810
740,2,160033
2662,4,402752
2074,2,330006
2680,5,449110
5651,2,737732
3885,6,635578
3227,3,516208
2779,3,439574
500,3,161031
5435,6,769997
3359,5,505495
4294,4,608973
1398,3,269076
3670,2,538512
1215,5,262254
4793,2,615795
3413,1,447570
4621,2,637018
1409,6,321410
1610,6,326777
4844,1,620783
2952,1,406758
5475,4,722922
3968,2,566459
3414,4,501742
499,4,168851
2623,4,446337
4163,4,584568
3696,4,562951
4582,1,645021
1584,1,262303
4202,4,599515
4557,4,674068
627,1,130252
3188,1,481832
3379,5,561276
1691,1,249738
1239,1,228541
5375,5,715574
2487,3,377560
5824,5,824875
3402,4,494157
5731,3,773302
5975,3,807124
1967,2,301298
1717,4,301658
1661,2,269462
5244,6,716170
5208,3,743073
1888,5,336173
1383,4,267551
3158,3,487435
2319,1,320336
4468,1,595482
4709,6,677606
1000,4,233951
2838,3,452115
2138,6,417268
2681,6,448466
2793,2,439548
5755,5,870985
1111,4,244045
4436,2,629386
1904,6,381544
1537,4,299483
4788,2,650075
587,1,136026
1886,4,315505
3237,4,478133
1119,2,204348
5723,5,767677
1219,6,300847
2765,2,423413
1652,2,290515
1202,2,208899
671,4,182123
1092,2,213642
2450,6,445342
5099,5,754767
1868,1,306070
4422,5,613619
3062,4,479670
387,6,181049
4049,6,635959
5302,1,731276
760,1,146162
1034,6,271494
1078,1,183005
1899,1,275979
4804,1,630189
3521,6,577261
1600,5,323305
3524,6,550903
5661,4,797362
4710,6,671528
1352,6,308920
2219,5,382252
4452,5,623286
3134,6,488176
2255,1,332993
4139,2,598981
4492,1,588917
1145,2,227619
2443,1,330984
4910,3,653905
3727,2,560815
1459,1,241600
5065,5,714141
2339,1,320004
3557,2,531965
4859,5,708050
1020,2,190257
3140,3,480539
4800,4,735551
4193,1,541677
4930,4,748137
4256,3,602033
4004,3,562886
3546,2,489758
2406,4,411684
3365,6,568607
2372,2,353703
4889,4,659375
433,4,166713
5878,2,805841
1814,5,329235
340,2,122621
1644,1,257175
1584,6,347572
2703,1,373486
1779,4,342492
4751,2,641834
642,2,150920
3685,2,559750
621,6,205698
401,3,141354
5161,4,735927
1880,4,334320
2551,4,403888
3051,1,449301
4194,2,592869
3276,2,503681
3067,4,456093
4557,1,609963
4047,4,636885
1252,3,251767
1544,1,255424
2728,4,420474
4411,5,643634
5270,3,729583
4705,6,744131
2222,6,396989
791,2,164468
2107,2,314188
1454,4,270265
5359,3,689342
990,1,171121
1222,6,276007
3136,6,498683
2096,3,366024
435,6,195176
338,4,150694
1349,4,263019
5158,2,740209
5680,4,833619
1413,1,237382
484,1,122682
4099,4,640414
2985,5,484753
3191,5,507390
2669,6,483610
3737,2,552628
4636,1,614884
2274,3,374983
3757,6,563480
1920,5,343489
4142,1,520343
2453,5,431528
5786,1,709827
5346,1,720563
3390,4,524370
5217,5,768123
3245,6,520355
2364,5,398220
5786,3,787926
2555,4,444446
4797,1,617322
4201,2,550837
5856,1,714086
3783,1,550587
1871,3,310127
4624,5,660668
3171,5,507204
3643,4,520311
3992,6,639232
5278,6,738007
4663,1,663164
1668,2,279687
1408,6,302262
2637,6,457314
2368,4,398806
5869,2,746865
974,6,253655
1910,6,352256
5584,6,792831
1513,1,250777
5735,5,844145
1233,2,233286
5427,5,753239
3009,6,485277
2581,5,412770
2942,5,471756
564,2,155105
3144,1,434546
3130,6,485725
3137,3,503676
3321,2,509069
3501,3,477578
5021,2,691880
3875,5,560084
3965,3,592537
4859,6,765978
5895,1,821070
3411,1,466482
3601,3,489666
5186,6,764406
2252,3,363054
4472,1,616886
784,6,238472
322,1,105721
3058,1,422406
2366,3,385427
5413,6,829630
351,5,172187
1486,6,317013
1877,3,327720
2920,5,487080
4019,5,597219
2087,5,396785
5431,5,760252
5377,3,697593
790,2,169402
2191,6,419384
1139,6,269098
3765,3,549456
2611,3,387743
2855,6,486324
4318,2,597988
4691,4,669678
5191,2,715132
1681,2,269572
816,6,241745
2065,5,356448
4285,2,584214
2608,1,362092
3074,5,472583
1005,6,256315
3006,6,475031
1691,3,315694
5139,1,699721
5375,2,755908
4057,1,518636
3354,6,553394
3813,5,577145
5518,1,752533
2441,2,366412
2294,1,360131
3877,1,533438
5337,1,701616
4788,5,708379
5870,6,854417
5551,4,746164
465,6,189531
2215,2,337232
2236,5,368426
5092,2,678899
2372,5,429474
1912,3,307430
732,5,205888
3874,4,606450
2884,5,490329
1671,1,248899
5676,3,805971
5900,6,806885
5190,6,794684
303,4,152952
4761,2,644541
3117,4,457336
3591,1,486457
4480,1,561072
3780,6,594547
3378,6,527215
5665,1,788715
1938,5,369256
5430,5,798881
5386,2,762682
2034,2,344923
479,6,205613
5994,4,885946
5747,3,769436
1979,3,345714
443,6,193732
4357,3,589777
398,3,147364
5698,6,797517
1428,1,219922
2385,5,422005
2027,6,368001
5813,3,742984
2076,2,332486
2999,5,454041
5791,5,832915
3075,1,401283
2560,3,419493
3638,5,582415
3413,5,514162
5616,1,735953
737,1,142655
1821,4,342587
1425,3,265549
936,6,244269
543,2,149568
4118,5,656736
454,3,152382
4279,4,626768
4597,1,661409
2044,2,339701
719,1,141987
